"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"nachingwea_namikango_namikangoa","Namikango","Nachingwea","Lindi",2016-11-08,3
"nachingwea_namikango_namikangob","Namikango","Nachingwea","Lindi",2016-11-08,6
"nachingwea_namikango_nangunde","Namikango","Nachingwea","Lindi",2016-11-08,38
"nachingwea_ndomoni_mkurupilo","Ndomoni","Nachingwea","Lindi",2016-11-08,26
"nachingwea_ndomoni_ndomoni","Ndomoni","Nachingwea","Lindi",2016-11-08,18
"nachingwea_stesheni_chemchem","Stesheni","Nachingwea","Lindi",2016-11-08,2
"nachingwea_stesheni_chiumbatimiembeni","Stesheni","Nachingwea","Lindi",2016-11-08,24
"nachingwea_stesheni_nangolola","Stesheni","Nachingwea","Lindi",2016-11-08,34
"nachingwea_stesheni_songambele","Stesheni","Nachingwea","Lindi",2016-11-08,17
"nachingwea_stesheni_stesheni","Stesheni","Nachingwea","Lindi",2016-11-08,33
"masasi_chikolopola_mkachima","Chikolopola","Masasi","Mtwara",2016-11-08,2
"masasi_chiwale_chiwale","Chiwale","Masasi","Mtwara",2016-11-08,10
"masasi_lukuledi_napata","Lukuledi","Masasi","Mtwara",2016-11-08,26
"masasi_mchauru_rivango","Mchauru","Masasi","Mtwara",2016-11-08,12
"masasi_mnavira_nakarara","Mnavira","Masasi","Mtwara",2016-11-08,16
"masasi_mpanyani_nambawala","Mpanyani","Masasi","Mtwara",2016-11-08,34
"masasi_mwena_mpowora","Mwena","Masasi","Mtwara",2016-11-08,36
"masasi_mwena_mwena","Mwena","Masasi","Mtwara",2016-11-08,177
"masasi_namalenga_msanga","Namalenga","Masasi","Mtwara",2016-11-08,15
"masasi_namalenga_mvita","Namalenga","Masasi","Mtwara",2016-11-08,13
"masasitownshipauthority_jida_mtaawajida","Jida","Masasi Township Authority","Mtwara",2016-11-08,16
"masasitownshipauthority_marika_namatunu","Marika","Masasi Township Authority","Mtwara",2016-11-08,12
"masasitownshipauthority_mpindimbi_kanyimbi","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-08,16
"masasitownshipauthority_mwengemtapika_mwengemtapika","Mwenge Mtapika","Masasi Township Authority","Mtwara",2016-11-08,15
"masasitownshipauthority_temeke_mkarango","Temeke","Masasi Township Authority","Mtwara",2016-11-08,16
"mtwararural_kitaya_mchanje","Kitaya","Mtwara Rural","Mtwara",2016-11-08,8
"mtwararural_kitere_nakada","Kitere","Mtwara Rural","Mtwara",2016-11-08,3
"mtwararural_mahurunga_kitunguli","Mahurunga","Mtwara Rural","Mtwara",2016-11-08,7
"mtwararural_mayanga_nanyati","Mayanga","Mtwara Rural","Mtwara",2016-11-08,3
"mtwararural_mnima_mkutimango","Mnima","Mtwara Rural","Mtwara",2016-11-08,1
"mtwararural_mtimbwilimbwi_shaba","Mtimbwilimbwi","Mtwara Rural","Mtwara",2016-11-08,13
"mtwararural_muungano_muungano","Muungano","Mtwara Rural","Mtwara",2016-11-08,5
"mtwararural_namtumbuka_namtumbukasokoni","Namtumbuka","Mtwara Rural","Mtwara",2016-11-08,2
"mtwararural_naumbu_imekuwa","Naumbu","Mtwara Rural","Mtwara",2016-11-08,26
"mtwararural_njengwa_ziwanijuu","Njengwa","Mtwara Rural","Mtwara",2016-11-08,1
"mtwararural_tangazo_mayaya","Tangazo","Mtwara Rural","Mtwara",2016-11-08,8
"mtwaraurban_chuno_majengo","Chuno","Mtwara Urban","Mtwara",2016-11-08,13
"mtwaraurban_likombe_mlimani","Likombe","Mtwara Urban","Mtwara",2016-11-08,7
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-08,2
"mtwaraurban_mitengo_mnazimmoja","Mitengo","Mtwara Urban","Mtwara",2016-11-08,20
"mtwaraurban_naliendele_mkangala","Naliendele","Mtwara Urban","Mtwara",2016-11-08,2
"mtwaraurban_shangani_shanganieast","Shangani","Mtwara Urban","Mtwara",2016-11-08,43
"nanyumbu_mkonona_mbagalambuyuni","Mkonona","Nanyumbu","Mtwara",2016-11-08,30
"nanyumbu_nandete_nandete","Nandete","Nanyumbu","Mtwara",2016-11-08,36
"nanyumbu_napacho_chimika","Napacho","Nanyumbu","Mtwara",2016-11-08,6
"nanyumbu_sengenya_amani","Sengenya","Nanyumbu","Mtwara",2016-11-08,1
"newala_chihangu_chihangua","Chihangu","Newala","Mtwara",2016-11-08,25
"newala_chilangala_namdimba","Chilangala","Newala","Mtwara",2016-11-08,4
"newala_kitangari_nanda","Kitangari","Newala","Mtwara",2016-11-08,3
"newala_luchindu_luchingu","Luchindu","Newala","Mtwara",2016-11-08,9
"newala_malatu_malatushuleni","Malatu","Newala","Mtwara",2016-11-08,19
"newala_maputi_kadengwa","Maputi","Newala","Mtwara",2016-11-08,5
"newala_mdimbampelempele_mdimbampelempele","Mdimbampelempele","Newala","Mtwara",2016-11-08,1
"newala_mnekachi_mkomai","Mnekachi","Newala","Mtwara",2016-11-08,12
"nachingwea_mneromiembeni_farm","Mneromiembeni","Nachingwea","Lindi",2016-11-09,7
"nachingwea_mneromiembeni_mkonjela","Mneromiembeni","Nachingwea","Lindi",2016-11-09,63
"nachingwea_mneromiembeni_mneromiembeni","Mneromiembeni","Nachingwea","Lindi",2016-11-09,14
"nachingwea_mneromiembeni_namkula","Mneromiembeni","Nachingwea","Lindi",2016-11-09,27
"nachingwea_mneromiembeni_ntila","Mneromiembeni","Nachingwea","Lindi",2016-11-09,38
"nachingwea_naipingo_kwakamkamba","Naipingo","Nachingwea","Lindi",2016-11-09,6
"nachingwea_naipingo_namatumbusi","Naipingo","Nachingwea","Lindi",2016-11-09,21
"nachingwea_naipingo_nangondo","Naipingo","Nachingwea","Lindi",2016-11-09,29
"nachingwea_namatula_muungano","Namatula","Nachingwea","Lindi",2016-11-09,12
"nachingwea_namatula_namatula","Namatula","Nachingwea","Lindi",2016-11-09,16
"nachingwea_namikango_namikangob","Namikango","Nachingwea","Lindi",2016-11-09,28
"nachingwea_nangowe_maziwa","Nangowe","Nachingwea","Lindi",2016-11-09,12
"nachingwea_nangowe_mitumbati","Nangowe","Nachingwea","Lindi",2016-11-09,52
"nachingwea_nangowe_mwenge","Nangowe","Nachingwea","Lindi",2016-11-09,31
"nachingwea_ruponda_mandawa","Ruponda","Nachingwea","Lindi",2016-11-09,28
"nachingwea_ruponda_mibondo","Ruponda","Nachingwea","Lindi",2016-11-09,14
"nachingwea_ruponda_mwananyamala","Ruponda","Nachingwea","Lindi",2016-11-09,18
"nachingwea_ruponda_nammanga","Ruponda","Nachingwea","Lindi",2016-11-09,39
"nachingwea_ruponda_ruponda","Ruponda","Nachingwea","Lindi",2016-11-09,49
"masasi_chigugu_chikukwe","Chigugu","Masasi","Mtwara",2016-11-09,34
"masasi_chiungutwa_kalangwale","Chiungutwa","Masasi","Mtwara",2016-11-09,1
"masasi_chiwale_nanyindwa","Chiwale","Masasi","Mtwara",2016-11-09,11
"masasi_lipumburu_mchoti","Lipumburu","Masasi","Mtwara",2016-11-09,24
"masasi_lukuledi_nasindi","Lukuledi","Masasi","Mtwara",2016-11-09,14
"masasi_mchauru_mchauru","Mchauru","Masasi","Mtwara",2016-11-09,6
"masasi_mchauru_mwitika","Mchauru","Masasi","Mtwara",2016-11-09,20
"masasi_mlingula_namichi","Mlingula","Masasi","Mtwara",2016-11-09,37
"masasi_mwena_liputu","Mwena","Masasi","Mtwara",2016-11-09,54
"masasi_namalenga_mitesa","Namalenga","Masasi","Mtwara",2016-11-09,9
"masasi_namalenga_nagaga","Namalenga","Masasi","Mtwara",2016-11-09,14
"masasitownshipauthority_marika_marika","Marika","Masasi Township Authority","Mtwara",2016-11-09,44
"masasitownshipauthority_mpindimbi_shaurimoyo","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-09,31
"masasitownshipauthority_mtandi_mtandia","Mtandi","Masasi Township Authority","Mtwara",2016-11-09,12
"masasitownshipauthority_mwenge_matawale","Mwenge","Masasi Township Authority","Mtwara",2016-11-09,32
"masasitownshipauthority_mwengemtapika_mbonde","Mwenge Mtapika","Masasi Township Authority","Mtwara",2016-11-09,5
"masasitownshipauthority_temeke_nangose","Temeke","Masasi Township Authority","Mtwara",2016-11-09,16
"mtwararural_kitaya_kitaya","Kitaya","Mtwara Rural","Mtwara",2016-11-09,5
"mtwararural_kitere_lilido","Kitere","Mtwara Rural","Mtwara",2016-11-09,4
"mtwararural_madimba_madimba","Madimba","Mtwara Rural","Mtwara",2016-11-09,3
"mtwararural_mahurunga_mahurunga","Mahurunga","Mtwara Rural","Mtwara",2016-11-09,17
"mtwararural_muungano_lyowa","Muungano","Mtwara Rural","Mtwara",2016-11-09,6
"mtwararural_namtumbuka_namtumbukasokoni","Namtumbuka","Mtwara Rural","Mtwara",2016-11-09,5
"mtwararural_nanyamba_namkuku","Nanyamba","Mtwara Rural","Mtwara",2016-11-09,2
"mtwararural_naumbu_majengo","Naumbu","Mtwara Rural","Mtwara",2016-11-09,7
"mtwararural_nitekela_miule","Nitekela","Mtwara Rural","Mtwara",2016-11-09,6
"mtwararural_njengwa_narunga","Njengwa","Mtwara Rural","Mtwara",2016-11-09,3
"mtwaraurban_likombe_lilungu","Likombe","Mtwara Urban","Mtwara",2016-11-09,4
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-09,15
"mtwaraurban_naliendele_mkangala","Naliendele","Mtwara Urban","Mtwara",2016-11-09,5
"mtwaraurban_shangani_shanganiwest","Shangani","Mtwara Urban","Mtwara",2016-11-09,39
"nanyumbu_masuguru_lukula","Masuguru","Nanyumbu","Mtwara",2016-11-09,22
"nanyumbu_napacho_mburusa","Napacho","Nanyumbu","Mtwara",2016-11-09,21
"nanyumbu_napacho_mpombe","Napacho","Nanyumbu","Mtwara",2016-11-09,14
"nanyumbu_napacho_ndechela","Napacho","Nanyumbu","Mtwara",2016-11-09,13
"nanyumbu_sengenya_chinyanyira","Sengenya","Nanyumbu","Mtwara",2016-11-09,8
"nanyumbu_sengenya_mkumbaru","Sengenya","Nanyumbu","Mtwara",2016-11-09,33
"nanyumbu_sengenya_rukumbi","Sengenya","Nanyumbu","Mtwara",2016-11-09,14
"newala_chihangu_chihangub","Chihangu","Newala","Mtwara",2016-11-09,16
"newala_chilangala_mkudumba","Chilangala","Newala","Mtwara",2016-11-09,10
"newala_chilangala_navanga","Chilangala","Newala","Mtwara",2016-11-09,4
"newala_kitangari_kitangarihospitali","Kitangari","Newala","Mtwara",2016-11-09,6
"newala_luchindu_chitandi","Luchindu","Newala","Mtwara",2016-11-09,11
"newala_malatu_mkunjo","Malatu","Newala","Mtwara",2016-11-09,3
"newala_maputi_maputi","Maputi","Newala","Mtwara",2016-11-09,10
"newala_mdimbampelempele_minjale","Mdimbampelempele","Newala","Mtwara",2016-11-09,10
"newala_mnekachi_nambunga","Mnekachi","Newala","Mtwara",2016-11-09,12
"nachingwea_chiola_chingunduli","Chiola","Nachingwea","Lindi",2016-11-10,17
"nachingwea_chiola_chiola","Chiola","Nachingwea","Lindi",2016-11-10,26
"nachingwea_chiola_mtimbo","Chiola","Nachingwea","Lindi",2016-11-10,18
"nachingwea_chiola_namauni","Chiola","Nachingwea","Lindi",2016-11-10,27
"nachingwea_kiparamnero_kiparamnero","Kipara Mnero","Nachingwea","Lindi",2016-11-10,16
"nachingwea_kiparamnero_mwandila","Kipara Mnero","Nachingwea","Lindi",2016-11-10,13
"nachingwea_kiparamnero_nambalapala","Kipara Mnero","Nachingwea","Lindi",2016-11-10,17
"nachingwea_mkoka_rweje","Mkoka","Nachingwea","Lindi",2016-11-10,5
"nachingwea_mkotokuyana_mandai","Mkotokuyana","Nachingwea","Lindi",2016-11-10,14
"nachingwea_mkotokuyana_mtokokuyana","Mkotokuyana","Nachingwea","Lindi",2016-11-10,24
"nachingwea_mnerongongo_kimawe","Mnerongongo","Nachingwea","Lindi",2016-11-10,16
"nachingwea_mnerongongo_kitandi","Mnerongongo","Nachingwea","Lindi",2016-11-10,27
"nachingwea_mnerongongo_mnerongongo","Mnerongongo","Nachingwea","Lindi",2016-11-10,45
"nachingwea_mnerongongo_mpute","Mnerongongo","Nachingwea","Lindi",2016-11-10,20
"nachingwea_namapwia_likongowele","Namapwia","Nachingwea","Lindi",2016-11-10,10
"nachingwea_namapwia_mbute","Namapwia","Nachingwea","Lindi",2016-11-10,8
"nachingwea_namapwia_namapwia","Namapwia","Nachingwea","Lindi",2016-11-10,19
"nachingwea_nangowe_mitumbati","Nangowe","Nachingwea","Lindi",2016-11-10,7
"nachingwea_nditi_namanja","Nditi","Nachingwea","Lindi",2016-11-10,11
"nachingwea_nditi_nditi","Nditi","Nachingwea","Lindi",2016-11-10,14
"nachingwea_nditi_ngangambo","Nditi","Nachingwea","Lindi",2016-11-10,7
"nachingwea_nditi_nyambia","Nditi","Nachingwea","Lindi",2016-11-10,22
"nachingwea_nditi_nyambib","Nditi","Nachingwea","Lindi",2016-11-10,7
"masasi_chigugu_liloya","Chigugu","Masasi","Mtwara",2016-11-10,22
"masasi_chiungutwa_huwe","Chiungutwa","Masasi","Mtwara",2016-11-10,7
"masasi_lipumburu_lipumburu","Lipumburu","Masasi","Mtwara",2016-11-10,19
"masasi_lukuledi_lukuledia","Lukuledi","Masasi","Mtwara",2016-11-10,98
"masasi_lukuledi_nanditi","Lukuledi","Masasi","Mtwara",2016-11-10,26
"masasi_mchauru_mhata","Mchauru","Masasi","Mtwara",2016-11-10,22
"masasi_mchauru_namombwe","Mchauru","Masasi","Mtwara",2016-11-10,26
"masasi_namajani_namajani","Namajani","Masasi","Mtwara",2016-11-10,41
"masasi_namatutwe_chingulungulu","Namatutwe","Masasi","Mtwara",2016-11-10,20
"masasi_nanganga_mkungu","Nanganga","Masasi","Mtwara",2016-11-10,6
"masasi_nanganga_mumburu","Nanganga","Masasi","Mtwara",2016-11-10,26
"masasi_sindano_ulungu","Sindano","Masasi","Mtwara",2016-11-10,12
"masasitownshipauthority_marika_mlundelunde","Marika","Masasi Township Authority","Mtwara",2016-11-10,28
"masasitownshipauthority_mpindimbi_mapale","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-10,11
"masasitownshipauthority_mtandi_malambochini","Mtandi","Masasi Township Authority","Mtwara",2016-11-10,33
"masasitownshipauthority_mwenge_mpekeso","Mwenge","Masasi Township Authority","Mtwara",2016-11-10,16
"masasitownshipauthority_nyasa_mtaawanyasaa","Nyasa","Masasi Township Authority","Mtwara",2016-11-10,48
"mtwararural_chawi_ngonja","Chawi","Mtwara Rural","Mtwara",2016-11-10,9
"mtwararural_dihimba_dihimba","Dihimba","Mtwara Rural","Mtwara",2016-11-10,1
"mtwararural_madimba_mngoji","Madimba","Mtwara Rural","Mtwara",2016-11-10,4
"mtwararural_mahurunga_kivava","Mahurunga","Mtwara Rural","Mtwara",2016-11-10,13
"mtwararural_mayanga_mkunwa","Mayanga","Mtwara Rural","Mtwara",2016-11-10,8
"mtwararural_mtimbwilimbwi_mbambakofi","Mtimbwilimbwi","Mtwara Rural","Mtwara",2016-11-10,6
"mtwararural_nitekela_nitekela","Nitekela","Mtwara Rural","Mtwara",2016-11-10,1
"mtwaraurban_likombe_mangamba","Likombe","Mtwara Urban","Mtwara",2016-11-10,23
"mtwaraurban_naliendele_mkangala","Naliendele","Mtwara Urban","Mtwara",2016-11-10,1
"mtwaraurban_ufukoni_ufukonistendi","Ufukoni","Mtwara Urban","Mtwara",2016-11-10,65
"nanyumbu_mangaka_kilimanihewa","Mangaka","Nanyumbu","Mtwara",2016-11-10,29
"nanyumbu_mangaka_mangaka","Mangaka","Nanyumbu","Mtwara",2016-11-10,22
"nanyumbu_nandete_mtalikachau","Nandete","Nanyumbu","Mtwara",2016-11-10,16
"nanyumbu_nanyumbu_chungu","Nanyumbu","Nanyumbu","Mtwara",2016-11-10,5
"nanyumbu_nanyumbu_nanyumbu","Nanyumbu","Nanyumbu","Mtwara",2016-11-10,23
"nanyumbu_napacho_mburusa","Napacho","Nanyumbu","Mtwara",2016-11-10,5
"newala_chihangu_idamnole","Chihangu","Newala","Mtwara",2016-11-10,1
"newala_chiwonga_chiwonga","Chiwonga","Newala","Mtwara",2016-11-10,4
"newala_makote_makote","Makote","Newala","Mtwara",2016-11-10,2
"newala_malatu_mnolela","Malatu","Newala","Mtwara",2016-11-10,2
"newala_mnyambe_bahati","Mnyambe","Newala","Mtwara",2016-11-10,5
"ruangwa_chienjele_namakuku","Chienjele","Ruangwa","Lindi",2016-11-11,37
"ruangwa_chienjele_ngimbwa","Chienjele","Ruangwa","Lindi",2016-11-11,17
"ruangwa_likunja_likunja","Likunja","Ruangwa","Lindi",2016-11-11,7
"ruangwa_makanjiro_chikoko","Makanjiro","Ruangwa","Lindi",2016-11-11,4
"ruangwa_makanjiro_chilangalile","Makanjiro","Ruangwa","Lindi",2016-11-11,5
"ruangwa_makanjiro_mbangara","Makanjiro","Ruangwa","Lindi",2016-11-11,20
"ruangwa_malolo_nangumbub","Malolo","Ruangwa","Lindi",2016-11-11,20
"ruangwa_mandarawe_mandarawe","Mandarawe","Ruangwa","Lindi",2016-11-11,17
"ruangwa_mandawa_chikundi","Mandawa","Ruangwa","Lindi",2016-11-11,19
"ruangwa_mandawa_mchichili","Mandawa","Ruangwa","Lindi",2016-11-11,19
"ruangwa_matambarale_matambaralekaskazini","Matambarale","Ruangwa","Lindi",2016-11-11,18
"ruangwa_mbekenyera_namilema","Mbekenyera","Ruangwa","Lindi",2016-11-11,29
"ruangwa_mnacho_ngau","Mnacho","Ruangwa","Lindi",2016-11-11,12
"ruangwa_nachingwea_dodoma","Nachingwea","Ruangwa","Lindi",2016-11-11,10
"ruangwa_nachingwea_kilimahewa","Nachingwea","Ruangwa","Lindi",2016-11-11,22
"ruangwa_nambilanje_nambilanje","Nambilanje","Ruangwa","Lindi",2016-11-11,53
"ruangwa_nandagala_namahemaa","Nandagala","Ruangwa","Lindi",2016-11-11,26
"ruangwa_nanganga_mbecha","Nanganga","Ruangwa","Lindi",2016-11-11,6
"ruangwa_nanganga_mchenganyumba","Nanganga","Ruangwa","Lindi",2016-11-11,11
"ruangwa_nanganga_mtakuja","Nanganga","Ruangwa","Lindi",2016-11-11,14
"ruangwa_narungombe_machanganja","Narung'ombe","Ruangwa","Lindi",2016-11-11,26
"ruangwa_narungombe_narungombe","Narung'ombe","Ruangwa","Lindi",2016-11-11,21
"ruangwa_ruangwa_likangara","Ruangwa","Ruangwa","Lindi",2016-11-11,17
"masasi_chiungutwa_chiungutwa","Chiungutwa","Masasi","Mtwara",2016-11-11,5
"masasi_chiungutwa_mpeta","Chiungutwa","Masasi","Mtwara",2016-11-11,7
"masasi_lipumburu_lipumburu","Lipumburu","Masasi","Mtwara",2016-11-11,1
"masasi_lukuledi_mraushi","Lukuledi","Masasi","Mtwara",2016-11-11,10
"masasi_mchauru_mirewe","Mchauru","Masasi","Mtwara",2016-11-11,29
"masasi_mchauru_mkowo","Mchauru","Masasi","Mtwara",2016-11-11,10
"masasi_mlingula_nambaya","Mlingula","Masasi","Mtwara",2016-11-11,49
"masasi_namajani_amanichiroro","Namajani","Masasi","Mtwara",2016-11-11,56
"masasi_namatutwe_mkwapa","Namatutwe","Masasi","Mtwara",2016-11-11,17
"masasi_namatutwe_msikisi","Namatutwe","Masasi","Mtwara",2016-11-11,13
"masasi_nanganga_mdenga","Nanganga","Masasi","Mtwara",2016-11-11,12
"masasi_nanganga_nanganga","Nanganga","Masasi","Mtwara",2016-11-11,16
"masasi_sindano_lichehe","Sindano","Masasi","Mtwara",2016-11-11,2
"masasitownshipauthority_mkomaindo_restcamp","Mkomaindo","Masasi Township Authority","Mtwara",2016-11-11,14
"masasitownshipauthority_mtandi_malambojuu","Mtandi","Masasi Township Authority","Mtwara",2016-11-11,4
"masasitownshipauthority_mwenge_chakama","Mwenge","Masasi Township Authority","Mtwara",2016-11-11,12
"masasitownshipauthority_nyasa_mtaawasilabu","Nyasa","Masasi Township Authority","Mtwara",2016-11-11,23
"mtwararural_chawi_navikole","Chawi","Mtwara Rural","Mtwara",2016-11-11,17
"mtwararural_kitaya_kihamba","Kitaya","Mtwara Rural","Mtwara",2016-11-11,2
"mtwararural_madimba_mitambo","Madimba","Mtwara Rural","Mtwara",2016-11-11,3
"mtwararural_mnima_lipwidi","Mnima","Mtwara Rural","Mtwara",2016-11-11,19
"mtwararural_mtimbwilimbwi_nanjedya","Mtimbwilimbwi","Mtwara Rural","Mtwara",2016-11-11,5
"mtwararural_namtumbuka_mnongodi","Namtumbuka","Mtwara Rural","Mtwara",2016-11-11,6
"mtwaraurban_railway_railwaya","Railway","Mtwara Urban","Mtwara",2016-11-11,3
"mtwaraurban_ufukoni_mbae","Ufukoni","Mtwara Urban","Mtwara",2016-11-11,16
"lindirural_chiponda_mwangu","Chiponda","Lindi Rural","Lindi",2016-11-12,15
"lindirural_kilangala_kilangalab","Kilangala","Lindi Rural","Lindi",2016-11-12,16
"lindirural_kilolambwani_kilolambwani","Kilolambwani","Lindi Rural","Lindi",2016-11-12,10
"lindirural_kilolambwani_mvulenia","Kilolambwani","Lindi Rural","Lindi",2016-11-12,5
"lindirural_kitomanga_kitomanga","Kitomanga","Lindi Rural","Lindi",2016-11-12,47
"lindirural_kiwawa_kiwawa","Kiwawa","Lindi Rural","Lindi",2016-11-12,23
"lindirural_longa_tulieni","Longa","Lindi Rural","Lindi",2016-11-12,13
"lindirural_majengo_majengoa","Majengo","Lindi Rural","Lindi",2016-11-12,5
"lindirural_mandwanga_chiuta","Mandwanga","Lindi Rural","Lindi",2016-11-12,12
"lindirural_matimba_kikomolela","Matimba","Lindi Rural","Lindi",2016-11-12,13
"lindirural_mchinga_mchingaii","Mchinga","Lindi Rural","Lindi",2016-11-12,21
"lindirural_milola_ruchemi","Milola","Lindi Rural","Lindi",2016-11-12,18
"lindirural_mipingo_mipingo","Mipingo","Lindi Rural","Lindi",2016-11-12,12
"lindirural_mnara_mkangaii","Mnara","Lindi Rural","Lindi",2016-11-12,12
"lindirural_mnolela_zingatia","Mnolela","Lindi Rural","Lindi",2016-11-12,1
"lindirural_mtama_mpenda","Mtama","Lindi Rural","Lindi",2016-11-12,2
"lindirural_mtua_kilimahewaa","Mtua","Lindi Rural","Lindi",2016-11-12,19
"lindirural_mtumbya_mtumbya","Mtumbya","Lindi Rural","Lindi",2016-11-12,24
"lindirural_nachunyu_nachunyu","Nachunyu","Lindi Rural","Lindi",2016-11-12,65
"lindirural_nahukahuka_nahukahuka","Nahukahuka","Lindi Rural","Lindi",2016-11-12,25
"lindirural_namangale_namangale","Namangale","Lindi Rural","Lindi",2016-11-12,12
"lindirural_namupa_namupa","Namupa","Lindi Rural","Lindi",2016-11-12,42
"lindirural_nangaru_makumba","Nangaru","Lindi Rural","Lindi",2016-11-12,16
"lindirural_nyangamara_nyangamaraa","Nyangamara","Lindi Rural","Lindi",2016-11-12,12
"lindirural_nyangao_nyangaoa","Nyangao","Lindi Rural","Lindi",2016-11-12,16
"lindirural_nyengedi_luwale","Nyengedi","Lindi Rural","Lindi",2016-11-12,11
"lindirural_pangatena_hingawali","Pangatena","Lindi Rural","Lindi",2016-11-12,12
"lindirural_rutamba_rutambayazamani","Rutamba","Lindi Rural","Lindi",2016-11-12,15
"lindirural_sudi_madangwa","Sudi","Lindi Rural","Lindi",2016-11-12,14
"masasi_chiungutwa_misechela","Chiungutwa","Masasi","Mtwara",2016-11-12,39
"masasi_lipumburu_nantona","Lipumburu","Masasi","Mtwara",2016-11-12,5
"masasi_mchauru_nangomwa","Mchauru","Masasi","Mtwara",2016-11-12,1
"masasi_mkundi_mkolopola","Mkundi","Masasi","Mtwara",2016-11-12,17
"masasi_namajani_ngalole","Namajani","Masasi","Mtwara",2016-11-12,20
"masasi_namatutwe_miwale","Namatutwe","Masasi","Mtwara",2016-11-12,4
"masasi_namatutwe_namatutwe","Namatutwe","Masasi","Mtwara",2016-11-12,35
"masasi_nanganga_namihungo","Nanganga","Masasi","Mtwara",2016-11-12,19
"masasi_nanjota_nanjota","Nanjota","Masasi","Mtwara",2016-11-12,17
"masasitownshipauthority_migongo_migongokati","Migongo","Masasi Township Authority","Mtwara",2016-11-12,41
"masasitownshipauthority_mkomaindo_darajani","Mkomaindo","Masasi Township Authority","Mtwara",2016-11-12,16
"masasitownshipauthority_mpindimbi_chisegu","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-12,35
"masasitownshipauthority_mwenge_tukaewote","Mwenge","Masasi Township Authority","Mtwara",2016-11-12,18
"masasitownshipauthority_sululu_mkapunda","Sululu","Masasi Township Authority","Mtwara",2016-11-12,4
"masasitownshipauthority_sululu_sululu","Sululu","Masasi Township Authority","Mtwara",2016-11-12,15
"mtwararural_dihimba_njumbuli","Dihimba","Mtwara Rural","Mtwara",2016-11-12,11
"mtwararural_kitaya_mayembechini","Kitaya","Mtwara Rural","Mtwara",2016-11-12,4
"mtwararural_madimba_litembe","Madimba","Mtwara Rural","Mtwara",2016-11-12,6
"mtwararural_mbembaleo_mwanganga","Mbembaleo","Mtwara Rural","Mtwara",2016-11-12,3
"mtwararural_msangamkuu_mkubiru","Msanga Mkuu","Mtwara Rural","Mtwara",2016-11-12,1
"mtwararural_ndumbwe_ndumbwe","Ndumbwe","Mtwara Rural","Mtwara",2016-11-12,11
"mtwararural_nitekela_kitamabondeni","Nitekela","Mtwara Rural","Mtwara",2016-11-12,2
"mtwararural_ziwani_msakala","Ziwani","Mtwara Rural","Mtwara",2016-11-12,3
"mtwaraurban_ufukoni_magomenia","Ufukoni","Mtwara Urban","Mtwara",2016-11-12,14
"mtwaraurban_ufukoni_mbae","Ufukoni","Mtwara Urban","Mtwara",2016-11-12,12
